"titulo","titulo_fonte","genero","genero_fonte","diretor","diretor_fonte","dataLancamento","dataLancamento_fonte","nota","nota_fonte","atores","atores_fonte","distribuidora","distribuidora_fonte","captado","captado_fonte","maximo_numero_de_salas","maximo_numero_de_salas_fonte","bilheteria","bilheteria_fonte","publico","publico_fonte","classificacao_indicativa","classificacao_indicativa_fonte","titulo_filme_anterior","publico_filme_anterior","fonte_publico_filme_anterior","nome_programaTv","pontos_ibobeSP_Ano_do_lancamento","fonte_pontos_ibobeSP_Ano_do_lancamento","relancamento","temFilmeAnterior","filmeBaseadoSerieTV"
"o ceu de suely","filmeB","Drama","ministerioDaJustica","karim ainouz","ministerioDaJustica",2006-11-17,"filmeB","4","imdb","hermila guedes / zezita matos / maria menezes","ministerioDaJustica","videofilmes","ministerioDaJustica",2566381.6027053,"ancine",10,"filmeB",889120.311572058,"ancine",73892,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o ceu sobre os ombros","filmeB","Documentário / Drama","imdb","sergio borges","ministerioDaJustica",2011-11-18,"filmeB","3","imdb","documentario",NA,"vitrine","ministerioDaJustica",NA,NA,11,"ancine",34569.7580309263,"ancine",4008,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o chamado de deus","filmeB","Documentário","ministerioDaJustica","jose hoffily","ministerioDaJustica",2001-05-13,"filmeB","3","imdb","documentario",NA,"riofilme","ministerioDaJustica",NA,"ancine",4,"filmeB",56248.7460533314,"ancine",4535,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o cheiro do ralo","filmeB","Drama","ministerioDaJustica","heitor dhalia","ministerioDaJustica",2007-03-23,"filmeB","4","imdb","selton mello / paula braun","ministerioDaJustica","cine_clube_pau_brasil_-_estacao_cinema_e_cultural","ministerioDaJustica",650752.851985134,"ancine",12,"filmeB",2078636.71312379,"ancine",172959,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o contador de historias","filmeB","Drama","ministerioDaJustica","luiz villaca","ministerioDaJustica",2009-08-07,"filmeB","4","imdb","maria de medeiros","ministerioDaJustica","warner_bros","ministerioDaJustica",6797737.80536927,"ancine",93,"ancine",1434540.59021765,"ancine",151927,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o contestado - restos mortais","filmeB","Documentário","ministerioDaJustica","sylvio back","ministerioDaJustica",2012-10-19,"filmeB","3","adorocinema -- critica","documentario",NA,"spectateur","ministerioDaJustica",831635.412040241,"ancine",6,"ancine",33386.4697937797,"ancine",3348,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o coronel e o lobisomem","filmeB","Ação","ministerioDaJustica","mauricio farias","ministerioDaJustica",2005-10-07,"adorocinema","3","imdb","diogo vilela / selton mello / ana paula arosio","ministerioDaJustica","fox","ministerioDaJustica",11618719.665223,"ancine",163,"filmeB",7157996.54370079,"ancine",654983,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o corpo","ancine","Comédia","ministerioDaJustica","jose antonio garcia","ministerioDaJustica",1996-05-01,"folha","3","imdb","antonio fagundes / marieta severo / claudia gimenez","ministerioDaJustica","riofilme","imdb",NA,NA,NA,NA,353701.709364396,"ancine",26984,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"o demoninho de olhos pretos","filmeB","Comédia","ministerioDaJustica","haroldo marinho","ministerioDaJustica",2008-12-12,"filmeB","3","folha","nelson freitas / camila amado","ministerioDaJustica","moviemobz","ministerioDaJustica",793559.840478356,"ancine",2,"ancine",3774.03834134165,"ancine",264,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o diabo a quatro","filmeB","Aventura","ministerioDaJustica","alice de andrade","ministerioDaJustica",2008-11-22,"folha","3","imdb","marcelo faria / maria flor / marcio libar / netinho alves","ministerioDaJustica","riofilme","ministerioDaJustica",2335365.74413486,"ancine",4,"filmeB",69702.385724725,"ancine",7247,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o dia da caça","ancine","Policial","ministerioDaJustica","alberto graca","ministerioDaJustica",2000-06-09,"folha","3","imdb","marcello antony / barbara schulz / paulo vespucio / jonas bloch","ministerioDaJustica","riofilme","ministerioDaJustica",9013217.80717865,"ancine",50,"ancine",567747.040859016,"ancine",43531,"ancine","18","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"o dia em que o brasil esteve aqui","filmeB","Documentário","ministerioDaJustica","caio ortiz g / joao dornelas","ministerioDaJustica",2005-05-05,"imdb","4","imdb","documentario",NA,"prodigo","ministerioDaJustica",975880.902029373,"ancine",6,"filmeB",8209.79171548519,"ancine",778,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"diario de sintra","filmeB","Documentário","ministerioDaJustica","paula gaitan","ministerioDaJustica",2009-12-14,"filmeB","4","imdb","documentario",NA,"moviemobz","ministerioDaJustica",49493.509124783,"ancine",3,"ancine",11865.7515465826,"ancine",1116,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o diario de tati","filmeB","Comédia","ministerioDaJustica","mauro farias","ministerioDaJustica",2012-08-24,"filmeB","2","imdb","marcos caruso / louise cardoso / heloisa perisse","ministerioDaJustica","unifilmes","ministerioDaJustica",2887415.33676467,"ancine",104,"filmeB",1950571.12573417,"ancine",207393,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"odique?","filmeB","Drama","ministerioDaJustica","felipe joffily","ministerioDaJustica",2007-05-04,"filmeB","3","imdb","cassia kiss / caua reymond","ministerioDaJustica","cine_clube_pau_brasil_-_estacao_cinema_e_cultural","ministerioDaJustica",NA,NA,5,"filmeB",34425.5123793973,"ancine",3204,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o dono do mar","filmeB","Drama","ministerioDaJustica","odorico mendes","ministerioDaJustica",2007-08-03,"filmeB","3","imdb","daniela escobar / jackson costa / deo garcez","ministerioDaJustica","providence / plan","ministerioDaJustica",8477934.28626322,"ancine",14,"filmeB",31513.6696538176,"ancine",4062,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o dragao da maldade contra o santo guerreiro","filmeB","Drama","ministerioDaJustica","glauber rocha","ministerioDaJustica",2008-05-30,"filmeB","4","imdb","mauricio do vale / odete lara / othon bastos","ministerioDaJustica","paloma_rocha / riofilme","ministerioDaJustica",NA,NA,3,"filmeB",NA,NA,2630,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"o engenho de ze lins","filmeB","Documentário","ministerioDaJustica","vladimir carvalho","ministerioDaJustica",2007-12-14,"filmeB","4","imdb","documentario",NA,"imovision","ministerioDaJustica",56283.5511445755,"ancine",5,"filmeB",71343.6223420853,"ancine",7334,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o filme dos espiritos","filmeB","Documentário","ministerioDaJustica","andre marouco / michel dubret","ministerioDaJustica",2011-10-07,"filmeB","3","imdb","documentario",NA,"paris","ministerioDaJustica",NA,NA,95,"filmeB",3517199.25294899,"ancine",325160,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"fim da picada","filmeB","Terror","omelete","christian saghaard","ancine",2009-08-21,"filmeB","4","omelete","ricardo de vuono / claudia juliana / analu silveira / sandro acrisio / thais pavao / maura baiocchi / edu guimaraes","eu","distribuicao_propria","filmeB",NA,NA,1,"ancine",6287.11850169791,"ancine",941,"ancine","18","mostradofilmelivre",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o fim do sem fim","filmeB","Documentário","ministerioDaJustica","lucas bambozzi / cao guimaraes / beto magalhaes","ministerioDaJustica",2007-08-10,"filmeB","3","imdb","documentario",NA,"cine_clube_pau_brasil_-_estacao_cinema_e_cultural","ministerioDaJustica",178236.672853138,"ancine",3,"ancine",14012.2542730223,"ancine",1190,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o fim e o principio","filmeB","Documentário","ministerioDaJustica","eduardo coutinho","ministerioDaJustica",2005-11-18,"folha","4","imdb","documentario",NA,"videofilmes","ministerioDaJustica",1355554.59494012,"ancine",3,"filmeB",123226.161609826,"ancine",9674,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o grao","filmeB","Drama","imdb","petrus cariry","ministerioDaJustica",2010-07-16,"filmeB","3","imdb","veronica cavalcante / leuda bandeira","ministerioDaJustica","iluminura","ministerioDaJustica",NA,NA,5,"ancine",14997.6241188494,"ancine",1976,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o grilo feliz e os insetos gigantes","filmeB","Animação / Animação","ministerioDaJustica","walbercy ribas","ministerioDaJustica",2009-01-09,"filmeB","3","imdb","grilo feliz","cartaz","fox","ministerioDaJustica",5104945.88256367,"ancine",119,"filmeB",2575569.32713461,"ancine",361030,"filmeB","0","ministerioDaJustica","grilo feliz",216611,"ancine",NA,0,NA,FALSE,TRUE,FALSE
"o guarani","ancine","Drama","ministerioDaJustica","norma bengell","ministerioDaJustica",1995-11-15,"folha","3","imdb","tatiana issa / marcio garcia / gloria pires / jose de abreu / herson capri","ministerioDaJustica","riofilme","ancine",9476627.19186406,"ancine",NA,NA,379213.739460431,"ancine",26190,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"o guerreiro didi e a ninja lili","filmeB","Aventura / Comédia","ministerioDaJustica","marcus figueiredo","ministerioDaJustica",2008-06-20,"filmeB","1","imdb","renato aragao / livian aragao / marcello novaes","ministerioDaJustica","columbia","ministerioDaJustica",6702445.2295756,"ancine",130,"filmeB",4067960.51219916,"ancine",329106,"filmeB","10","ministerioDaJustica",NA,0,NA,"turma do didi",15,"revistaquem",FALSE,FALSE,TRUE
"o homem do ano","filmeB","Ação","ministerioDaJustica","jose henrique fonseca","ministerioDaJustica",2003-08-01,"imdb","4","imdb","claudia abreu / murilo benicio / jorge doria / lazaro ramos","ministerioDaJustica","warner_bros","ministerioDaJustica",6197491.31872584,"ancine",18,"filmeB",1271566.50714343,"ancine",104659,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o homem do futuro","filmeB","Comédia / Romance","ministerioDaJustica","claudio torres","ministerioDaJustica",2011-09-02,"filmeB","4","imdb","wagner moura / alinne moraes","ministerioDaJustica","paramount","ministerioDaJustica",5072279.20860081,"ancine",286,"filmeB",13146642.9127811,"ancine",1210774,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o homem nu","ancine","Comédia","ministerioDaJustica","hugo carvana","ministerioDaJustica",1997-05-16,"folha","3","imdb","claudio marzo / lucia verissimo / daniel dantas","cartaz","riofilme","ministerioDaJustica",2101073.44680855,"ancine",14,"ancine",1222425.70496159,"ancine",74188,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"o homem pode voar","filmeB","Documentário","ministerioDaJustica","nelson hoineff","ministerioDaJustica",2006-08-25,"imdb","4","folha","documentario",NA,"comunicacao_alternativa","ministerioDaJustica",1433392.33201914,"ancine",6,"filmeB",24159.0955279016,"ancine",1912,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o homem que copiava","filmeB","Comédia","ministerioDaJustica","jorge furtado","ministerioDaJustica",2003-06-13,"adorocinema","4","imdb","lazaro ramos / pedro cardoso / luana piovani / leandra leal","ministerioDaJustica","columbia","ministerioDaJustica",3393234.3475575,"ancine",70,"filmeB",8218405.34058203,"ancine",664651,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o homem que desafiou o diabo","filmeB","Comédia","ministerioDaJustica","moacyr goes","ministerioDaJustica",2007-09-14,"filmeB","3","imdb","marcos palmeira / fernanda paes leme","ministerioDaJustica","warner_bros","ministerioDaJustica",8096667.41217997,"ancine",172,"filmeB",4246603.4216875,"ancine",422855,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o homem que engarrafava ","filmeB","Documentário","ministerioDaJustica","lirio ferreira","ministerioDaJustica",2010-01-15,"filmeB","4","imdb","documentario",NA,"spectateur","ministerioDaJustica",2946019.63148515,"ancine",5,"filmeB",190523.388480912,"ancine",19324,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o homem que nao dormia","filmeB","Drama","ministerioDaJustica","edgard navarro","ministerioDaJustica",2012-04-27,"filmeB","2","imdb","bertrand duarte / evelin buchegger / fabio vidal","ministerioDaJustica","providence","ministerioDaJustica",1466697.55941396,"ancine",7,"filmeB",34097.8191736636,"ancine",2937,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o homem que virou suco","filmeB","Drama","ministerioDaJustica","joao batista de andrade","ministerioDaJustica",2007-09-14,"filmeB","4","imdb","jose dumont / celia maracaja / denoy de oliveira","ministerioDaJustica","raiz","filmeB",NA,NA,NA,NA,NA,NA,NA,NA,"16","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"o judeu","ancine","Drama","imdb","jom tob azulay","ancine",1996-09-19,"folha","3","imdb","dina sfat / filipe pinheiro / jose lewgoy / fernanda torres / edwin luisi","cartaz","riofilme","imdb",NA,NA,1,"ancine",177473.527295531,"ancine",11817,"ancine","16","tvcultura.cmais",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"olga","filmeB","Drama","ministerioDaJustica","jayme monjardim","ministerioDaJustica",2004-08-20,"adorocinema","3","imdb","camila morgado / caco ciocler / fernanda montenegro","ministerioDaJustica","lumiere","filmeB",10897466.3021502,"ancine",263,"filmeB",33393436.9332789,"ancine",3076297,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"olhar estrangeiro","filmeB","Documentário","ministerioDaJustica","lucia murat","ministerioDaJustica",2006-10-20,"filmeB","3","imdb","documentario",NA,"riofilme","ministerioDaJustica",295082.286748321,"ancine",1,"filmeB",50057.7591239851,"ancine",4750,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"olho de boi","filmeB","Drama","ministerioDaJustica","hermano penna","ministerioDaJustica",2008-08-15,"filmeB","3","imdb","genezio de barros / gustavo machado","ministerioDaJustica","providence","ministerioDaJustica",254703.346613275,"ancine",2,"filmeB",9606.33779910911,"ancine",1295,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"olhos azuis","filmeB","Drama","ministerioDaJustica","jose hoffily","ministerioDaJustica",2010-05-28,"filmeB","4","imdb","david rasche / cristina lago","ministerioDaJustica","imagem","ministerioDaJustica",2835765.75013269,"ancine",15,"filmeB",164841.467039614,"ancine",16308,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o liberdade","ancine","Documentário","ministerioDaJustica","cintia langie / rafael andreazza","ministerioDaJustica",2012-09-03,"cultura.rs.gov.br","4","estadao","documentario",NA,"moviola","ancine",NA,NA,1,"ancine",2827.82920185594,"ancine",419,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o longo amanhecer","filmeB","Documentário","ministerioDaJustica","jose mariani","ministerioDaJustica",2007-11-02,"filmeB","4","estadao","documentario",NA,"andaluz","ministerioDaJustica",NA,NA,1,"ancine",7687.88760204171,"ancine",1022,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o magnata","filmeB","Drama","ministerioDaJustica","johnny araujo","ministerioDaJustica",2007-11-15,"filmeB","2","imdb","paulo vilhena / rosanne mulholland / maria luisa mendonca","ministerioDaJustica","columbia","ministerioDaJustica",6005358.86628163,"ancine",67,"filmeB",1612138.58941885,"ancine",149463,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o maior amor do mundo","filmeB","Comédia / Romance","ministerioDaJustica","carlos diegues","ministerioDaJustica",2006-09-07,"adorocinema","3","imdb","jose wilker / sergio brito / tais araujo / sterphan necerssian","ministerioDaJustica","columbia","ministerioDaJustica",9093138.35068617,"ancine",135,"filmeB",2548465.94011158,"ancine",209741,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o mandarim","ancine","Comédia","ministerioDaJustica","julio bressane","ministerioDaJustica",1996-07-02,"folha","4","imdb","fernando eiras / giulia gam","ministerioDaJustica","riofilme","ancine",NA,NA,NA,NA,100720.999794811,"ancine",7616,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"manuscrito perdido, o","filmeB","Documentário","ministerioDaJustica","jose barahona","ministerioDaJustica",2012-11-23,"filmeB","3","adorocinema -- critica","documentario",NA,"refinaria","filmeB",NA,NA,2,"ancine",1086.76654607592,"ancine",145,"ancine","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o menino da porteira","filmeB","Drama / Romance","ministerioDaJustica","jeremias moreira","ministerioDaJustica",2009-03-06,"filmeB","3","imdb","daniel / jose de abreu","ministerioDaJustica","columbia","ministerioDaJustica",7069874.94950154,"ancine",270,"filmeB",5962907.30903944,"ancine",663104,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o milagre de santa luzia","filmeB","Documentário","ministerioDaJustica","sergio roizenblit","ministerioDaJustica",2009-08-28,"filmeB","4","folha","documentario",NA,"miracao","ministerioDaJustica",1869639.72173701,"ancine",8,"ancine",54011.6844757934,"ancine",6026,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o mineiro e o queijo","filmeB","Documentário","ministerioDaJustica","helvecio ratton","ministerioDaJustica",2011-09-30,"filmeB","4","filmow","documentario",NA,"spectateur","ministerioDaJustica",317507.236531981,"ancine",9,"ancine",60419.2488931697,"ancine",5166,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o misterio da estrada de sintra","filmeB","Drama","ministerioDaJustica","jorge paixao da costa","ministerioDaJustica",2008-11-28,"filmeB","4","imdb","bruna de tulio / giselle itie / flavio galvao / antonio pedro cerdeira","ministerioDaJustica","teleimag","filmeB",NA,NA,4,"ancine",7235.44531888855,"ancine",687,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o misterio do samba","filmeB","Documentário","ministerioDaJustica","carolina jabour / lula buarque de hollanda","ministerioDaJustica",2008-08-29,"filmeB","4","imdb","documentario",NA,"videofilmes","ministerioDaJustica",1608652.71545226,"ancine",18,"ancine",392287.92795169,"ancine",33686,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o monge e a filha do carrasco","ancine","Drama","imdb","walter lima junior","ancine",1996-08-08,"adorocinema","3","imdb","patricia pillar / murilo benicio / karina barum","cartaz","riofilme","ancine",NA,NA,9,"ancine",205415.225799083,"ancine",16824,"ancine",NA,NA,NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"o mundo em duas voltas","filmeB","Documentário","ministerioDaJustica","david schurmann","ministerioDaJustica",2007-04-27,"filmeB","3","imdb","documentario",NA,"europa","ministerioDaJustica",3340287.50254506,"ancine",16,"filmeB",731113.425374731,"ancine",54683,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"onde a coruja dorme","filmeB","Documentário","ministerioDaJustica","marcia derraik / simplicio neto","ministerioDaJustica",2012-11-02,"filmeB","3","adorocinema -- critica","documentario",NA,"riofilme / tvzero","ministerioDaJustica",309760.682031225,"ancine",5,"filmeB",36260.0946754215,"ancine",2984,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"onde andara dulce veiga?","filmeB","Drama","ministerioDaJustica","guilherme de almeida prado","ministerioDaJustica",2008-06-27,"filmeB","3","imdb","carolina dieckmann / eriberto leao / maite proenca","ministerioDaJustica","california","ministerioDaJustica",3966777.23261677,"ancine",4,"filmeB",43348.8517356628,"ancine",3917,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"onde anda voce","filmeB","Drama","ministerioDaJustica","sergio rezende","ministerioDaJustica",2004-04-09,"adorocinema","3","imdb","juca de oliveira / jose wilker / drica moraes","ministerioDaJustica","united_international","ministerioDaJustica",5056103.14934111,"ancine",40,"filmeB",691475.090877476,"ancine",50958,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"onde a terra acaba","filmeB","Documentário","ministerioDaJustica","sergio machado","ministerioDaJustica",2001-10-24,"folha","4","imdb","documentario",NA,"videofilmes / riofilme","ministerioDaJustica",1000625.31769473,"ancine",5,"filmeB",44194.7151302951,"ancine",3223,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"onde esta a felicidade?","filmeB","Comédia / Romance","ministerioDaJustica","carlos alberto riccelli","ministerioDaJustica",2011-08-19,"filmeB","3","imdb","bruna lombardi / bruno garcia / marcelo airoldi","ministerioDaJustica","fox","ministerioDaJustica",6970457.42172652,"ancine",160,"filmeB",1885652.70420156,"ancine",183607,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"onibus 174","filmeB","Documentário","ministerioDaJustica","jose padilha","ministerioDaJustica",2002-10-22,"imdb","4","imdb","documentario",NA,"riofilme","ministerioDaJustica",398648.660548388,"ancine",4,"filmeB",406545.890513852,"ancine",20866,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o noviço rebelde","ancine","Comédia / Aventura","ministerioDaJustica","tizuka yamasaki","ministerioDaJustica",1997-12-25,"imdb","2","imdb","renato aragao / dede santana / tony ramos / patricia pillar / gugu liberato","ministerioDaJustica","columbia","ministerioDaJustica",2893631.84336867,"ancine",174,"ancine",16078893.4893223,"ancine",1501035,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"o outro lado da rua","filmeB","Suspense","ministerioDaJustica","marcos bernstein","ministerioDaJustica",2004-05-28,"adorocinema","4","imdb","fernanda montenegro / raul cortez / laura cardoso","ministerioDaJustica","columbia","ministerioDaJustica",5022179.43865839,"ancine",35,"filmeB",1107332.34324151,"ancine",92165,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o pai, o","filmeB","Drama / Comédia","ministerioDaJustica","monique gardenberg","ministerioDaJustica",2007-03-30,"filmeB","3","imdb","lazaro ramos / dira paes / wagner moura / matheus nachtergaele","ministerioDaJustica","europa","ministerioDaJustica",3781958.51590513,"ancine",100,"filmeB",4588468.76226404,"ancine",397075,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o palhaco","filmeB","Comédia","ministerioDaJustica","selton mello","ministerioDaJustica",2011-10-04,"filmeB","4","imdb","selton mello / paulo jose / jackson antunes","ministerioDaJustica","imagem","ministerioDaJustica",4795467.25529438,"ancine",135,"filmeB",13535212.2292286,"ancine",1457898,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o passado","filmeB","Drama","ministerioDaJustica","hector babenco","ministerioDaJustica",2007-10-26,"filmeB","3","imdb","gael garcia / paulo autran / analia couceyro","ministerioDaJustica","warner_bros","ministerioDaJustica",9476509.11837632,"ancine",50,"filmeB",2278472.05658417,"ancine",174809,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o passageiro - segredo de adultos","filmeB","Drama","ministerioDaJustica","flavio tambellini","ministerioDaJustica",2007-01-12,"filmeB","3","imdb","bernardo marinho / carolina ferraz / giulia gam","ministerioDaJustica","hangar","ministerioDaJustica",3568739.59295469,"ancine",13,"filmeB",62562.3786366413,"ancine",5481,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"primo basilio","filmeB","Drama","ministerioDaJustica","daniel filho","ministerioDaJustica",2007-08-10,"filmeB","3","imdb","fabio assuncao / debora falabella / gloria pires","ministerioDaJustica","columbia","ministerioDaJustica",9731722.33778133,"ancine",163,"filmeB",9092498.61194099,"ancine",838726,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o principe","filmeB","Drama","ministerioDaJustica","ugo giorgetti","ministerioDaJustica",2002-08-15,"folha","4","imdb","eduardo tornagui / bruna lombardi / marcia bernardes / ricardo blat","ministerioDaJustica","mais / paris","ministerioDaJustica",3220906.56752306,"ancine",11,"filmeB",190015.301687683,"ancine",15295,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o prisioneiro da grade de ferro","filmeB","Documentário","ministerioDaJustica","paulo sacramento","ministerioDaJustica",2004-04-16,"adorocinema","4","imdb","documentario",NA,"imovision","ministerioDaJustica",1099137.55508761,"ancine",9,"filmeB",263684.002348536,"ancine",27848,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o quatrilho","ancine","Drama","ministerioDaJustica","fabio barreto","ministerioDaJustica",1995-10-20,"imdb","3","imdb","gloria pires / patricia pillar / alexandre paternost","ministerioDaJustica","lc_producao_cinematografica_luis_carlos_barreto","ministerioDaJustica",3623048.46318058,"ancine",64,"ancine",14463653.0429116,"ancine",1117154,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"o que é isso companheiro?","ancine","Policial","ministerioDaJustica","bruno barreto","ministerioDaJustica",1997-05-01,"adorocinema","4","imdb","pedro cardoso / fernanda torres / alan arkin","ministerioDaJustica","columbia","ancine",10413206.7147571,"ancine",48,"ancine",4851639.18693791,"ancine",321450,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"o quinze","filmeB","Drama","ministerioDaJustica","jurandir oliveira","ministerioDaJustica",2007-05-25,"filmeB","2","imdb","juan alba / karina barum / jurandir de oliveira / soia lira","ministerioDaJustica","pipa","ministerioDaJustica",2456398.50763601,"ancine",NA,NA,474.319196910406,"ancine",110,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"o rap do pequeno príncipe contra as almas sebosas","ancine","Drama / Documentário","ministerioDaJustica","paulo caldas / marcelo luna","ministerioDaJustica",2000-04-01,"adorocinema","4","imdb","documentario",NA,"riofilme","ministerioDaJustica",1160795.7710847,"ancine",9,"ancine",174806.804141893,"ancine",22577,"ancine","18","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
